Standard Name|Country|Message Format|Message Format Description|Standard Field Name|Standard Field Description|Standard Field Data Type|Standard Field Allowed Values|Standard Field Path|Bronze Table|Bronze Column|Silver Table|Silver Column|Silver Data Type|Gold Table|Gold Column|Gold Data Type|Gold Purpose Code
ACH|United States|US_Regional|Automated Clearing House Payment|_batch_id| Batch Id field (Required)|string(36)||_BATCH_ID|bronze.raw_payment_messages|raw_content|silver.stg_ach|_batch_id|character varying(36)||||
ACH|United States|US_Regional|Automated Clearing House Payment|_processed_at|Pipeline processing timestamp (System)|timestamp without time zone||_processed_at|(system)|(system)|silver.stg_ach|_processed_at|timestamp without time zone||||SYSTEM_METADATA
ACH|United States|US_Regional|Automated Clearing House Payment|addenda_indicator|Addenda Indicator field|string(1)||addendaRecordIndicator|bronze.raw_payment_messages|raw_content|silver.stg_ach|addenda_indicator|character varying(1)|gold.cdm_payment_extension_ach|addenda_indicator|character varying(1)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|addenda_info|Addenda Info field|string||paymentRelatedInfo|bronze.raw_payment_messages|raw_content|silver.stg_ach|addenda_info|text|gold.cdm_payment_extension_ach|addenda_info|text|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|addenda_type|Addenda Type field|string(2)||addendaTypeCode|bronze.raw_payment_messages|raw_content|silver.stg_ach|addenda_type|character varying(2)|gold.cdm_payment_extension_ach|addenda_type|character varying(2)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|amount|Amount field (Required)|decimal||amount|bronze.raw_payment_messages|raw_content|silver.stg_ach|amount|numeric|gold.cdm_payment_instruction|amount||PAYMENT_AMOUNT
ACH|United States|US_Regional|Automated Clearing House Payment|batch_number|Batch Number field|integer||batchNumber|bronze.raw_payment_messages|raw_content|silver.stg_ach|batch_number|integer|gold.cdm_payment_extension_ach|batch_number|integer|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|company_entry_description|Company Entry Description field|string(10)||companyEntryDescription|bronze.raw_payment_messages|raw_content|silver.stg_ach|company_entry_description|character varying(10)|gold.cdm_payment_extension_ach|company_entry_description|character varying(10)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|company_identification|Company Identification field (Required)|string(10)||companyIdentification|bronze.raw_payment_messages|raw_content|silver.stg_ach|company_identification|character varying(10)|gold.cdm_payment_extension_ach|company_identification|character varying(10)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|company_name|Company Name field (Required)|string(16)||companyName|bronze.raw_payment_messages|raw_content|silver.stg_ach|company_name|character varying(16)|gold.cdm_payment_extension_ach|company_name|character varying(16)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|date_of_death|Date Of Death field|date||dateOfDeath|bronze.raw_payment_messages|raw_content|silver.stg_ach|date_of_death|date|gold.cdm_payment_extension_ach|date_of_death|date|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|discretionary_data|Discretionary Data field|string(2)||discretionaryData|bronze.raw_payment_messages|raw_content|silver.stg_ach|discretionary_data|character varying(2)|gold.cdm_payment_extension_ach|discretionary_data|character varying(2)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|effective_entry_date|Effective Entry Date field|date||effectiveEntryDate|bronze.raw_payment_messages|raw_content|silver.stg_ach|effective_entry_date|date|gold.cdm_payment_extension_ach|effective_entry_date|date|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|file_creation_date|File Creation Date field|date||fileCreationDate|bronze.raw_payment_messages|raw_content|silver.stg_ach|file_creation_date|date|gold.cdm_payment_extension_ach|file_creation_date|date|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|file_creation_time|File Creation Time field|string||fileCreationTime|bronze.raw_payment_messages|raw_content|silver.stg_ach|file_creation_time|time without time zone|gold.cdm_payment_extension_ach|file_creation_time|character varying(4)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|file_id_modifier|File Id Modifier field|string(1)||fileIdModifier|bronze.raw_payment_messages|raw_content|silver.stg_ach|file_id_modifier|character varying(1)|gold.cdm_payment_extension_ach|file_id_modifier|character varying(1)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|immediate_destination|Immediate Destination field|string(10)||immediateDestination|bronze.raw_payment_messages|raw_content|silver.stg_ach|immediate_destination|character varying(10)|gold.cdm_payment_extension_ach|immediate_destination|character varying(10)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|immediate_destination_name|Immediate Destination Name field|string||immediateDestinationName|bronze.raw_payment_messages|raw_content|silver.stg_ach|immediate_destination_name|character varying(23)|gold.cdm_payment_extension_ach|immediate_destination_name|character varying(23)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|immediate_origin|Immediate Origin field|string(10)||immediateOrigin|bronze.raw_payment_messages|raw_content|silver.stg_ach|immediate_origin|character varying(10)|gold.cdm_payment_extension_ach|immediate_origin|character varying(10)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|immediate_origin_name|Immediate Origin Name field|string||immediateOriginName|bronze.raw_payment_messages|raw_content|silver.stg_ach|immediate_origin_name|character varying(23)|gold.cdm_payment_extension_ach|immediate_origin_name|character varying(23)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|individual_id|Individual Id field|string(15)||individualIdentificationNumber|bronze.raw_payment_messages|raw_content|silver.stg_ach|individual_id|character varying(15)|gold.cdm_payment_extension_ach|individual_id|character varying(15)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|individual_name|Individual Name field (Required)|string(22)||individualName|bronze.raw_payment_messages|raw_content|silver.stg_ach|individual_name|character varying(22)|gold.cdm_payment_extension_ach|individual_name|character varying(22)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|message_id|Message Id field|string||messageId|bronze.raw_payment_messages|raw_content|silver.stg_ach|message_id|character varying(35)|gold.cdm_payment_instruction|message_id|character varying(50)|MESSAGE_IDENTIFIER
ACH|United States|US_Regional|Automated Clearing House Payment|original_entry_trace|Original Entry Trace field|string(15)||originalEntryTrace|bronze.raw_payment_messages|raw_content|silver.stg_ach|original_entry_trace|character varying(15)|gold.cdm_payment_extension_ach|original_entry_trace|character varying(15)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|original_receiving_dfi|Original Receiving Dfi field|string(8)||originalReceivingDfi|bronze.raw_payment_messages|raw_content|silver.stg_ach|original_receiving_dfi|character varying(8)|gold.cdm_payment_extension_ach|original_receiving_dfi|character varying(8)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|originating_dfi_id|Originating Dfi Id field (Required)|string(8)||originatingDfiIdentification|bronze.raw_payment_messages|raw_content|silver.stg_ach|originating_dfi_id|character varying(8)|gold.cdm_payment_extension_ach|originating_dfi_id|character varying(8)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|originator_status_code|Originator Status Code field|string(1)||originatorStatusCode|bronze.raw_payment_messages|raw_content|silver.stg_ach|originator_status_code|character varying(1)|gold.cdm_payment_extension_ach|originator_status_code|character varying(1)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|processed_to_gold_at|Gold promotion timestamp (System)|timestamp without time zone||processed_to_gold_at|(system)|(system)|silver.stg_ach|processed_to_gold_at|timestamp without time zone||||SYSTEM_METADATA
ACH|United States|US_Regional|Automated Clearing House Payment|processing_error|Error message if processing failed (System)|text||processing_error|(system)|(system)|silver.stg_ach|processing_error|text||||SYSTEM_METADATA
ACH|United States|US_Regional|Automated Clearing House Payment|processing_status|Processing status flag (System)|character varying(20)||processing_status|(system)|(system)|silver.stg_ach|processing_status|character varying(20)||||SYSTEM_METADATA
ACH|United States|US_Regional|Automated Clearing House Payment|raw_id|Raw Id field (Required)|string(36)||_RAW_ID|bronze.raw_payment_messages|raw_content|silver.stg_ach|raw_id|character varying(36)|gold.cdm_payment_extension_ach|raw_id|character varying(36)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|receiving_dfi_account|Receiving Dfi Account field (Required)|string(17)||dfiAccountNumber|bronze.raw_payment_messages|raw_content|silver.stg_ach|receiving_dfi_account|character varying(17)|gold.cdm_payment_extension_ach|receiving_dfi_account||FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|receiving_dfi_id|Receiving Dfi Id field (Required)|string(8)||receivingDfiIdentification|bronze.raw_payment_messages|raw_content|silver.stg_ach|receiving_dfi_id|character varying(8)|gold.cdm_payment_extension_ach|receiving_dfi_id|character varying(8)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|return_reason_code|Return Reason Code field|string(3)||returnReasonCode|bronze.raw_payment_messages|raw_content|silver.stg_ach|return_reason_code|character varying(3)|gold.cdm_payment_extension_ach|return_reason_code|character varying(3)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|settlement_date|Settlement Date field|date(3)||settlementDate|bronze.raw_payment_messages|raw_content|silver.stg_ach|settlement_date|character varying(3)|gold.cdm_payment_extension_ach|settlement_date|character varying(3)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|source_raw_id|Reference to source Bronze record (System)|character varying(36)||source_raw_id|(system)|(system)|silver.stg_ach|source_raw_id|character varying(36)||||SYSTEM_METADATA
ACH|United States|US_Regional|Automated Clearing House Payment|standard_entry_class|Standard Entry Class field (Required)|string(3)||standardEntryClassCode|bronze.raw_payment_messages|raw_content|silver.stg_ach|standard_entry_class|character varying(3)|gold.cdm_payment_extension_ach|standard_entry_class|character varying(3)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|stg_id|Stg Id field (Required)|string(36)||_GENERATED_UUID|bronze.raw_payment_messages|raw_content|silver.stg_ach|stg_id|character varying(36)||||
ACH|United States|US_Regional|Automated Clearing House Payment|trace_number|Trace Number field (Required)|string(15)||traceNumber|bronze.raw_payment_messages|raw_content|silver.stg_ach|trace_number|character varying(15)|gold.cdm_payment_extension_ach|trace_number|character varying(15)|FORMAT_EXTENSION
ACH|United States|US_Regional|Automated Clearing House Payment|transaction_code|Transaction Code field (Required)|string(2)||transactionCode|bronze.raw_payment_messages|raw_content|silver.stg_ach|transaction_code|character varying(2)|gold.cdm_payment_extension_ach|transaction_code|character varying(2)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|_batch_id| Batch Id field (Required)|VARCHAR(35)||_BATCH_ID|bronze.raw_payment_messages|raw_content|silver.stg_bacs|_batch_id|character varying(36)||||
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|_processed_at|Pipeline processing timestamp (System)|timestamp without time zone||_processed_at|(system)|(system)|silver.stg_bacs|_processed_at|timestamp without time zone||||SYSTEM_METADATA
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|amount|Amount field|DECIMAL||amount|bronze.raw_payment_messages|raw_content|silver.stg_bacs|amount|numeric|gold.cdm_payment_instruction|amount||PAYMENT_AMOUNT
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|beneficiary_name|Beneficiary Name field|VARCHAR(140)||beneficiaryName|bronze.raw_payment_messages|raw_content|silver.stg_bacs|beneficiary_name|character varying(100)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|destination_account|Destination Account field|INTEGER||destinationAccount|bronze.raw_payment_messages|raw_content|silver.stg_bacs|destination_account|character varying(20)|gold.cdm_payment_extension_bacs|destination_account||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|destination_account_number|Destination Account Number field|string||destinationAccountNumber|bronze.raw_payment_messages|raw_content|silver.stg_bacs|destination_account_number|character varying(255)|gold.cdm_payment_extension_bacs|destination_account_number||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|destination_sort_code|Destination Sort Code field|VARCHAR(35)||destinationSortCode|bronze.raw_payment_messages|raw_content|silver.stg_bacs|destination_sort_code|character varying(10)|gold.cdm_payment_extension_bacs|destination_sort_code||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|message_id|Message Id field|string||messageId|bronze.raw_payment_messages|raw_content|silver.stg_bacs|message_id|character varying(255)|gold.cdm_payment_instruction|message_id|character varying(50)|MESSAGE_IDENTIFIER
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|message_type|Message Type field|VARCHAR(255)||messageType|bronze.raw_payment_messages|raw_content|silver.stg_bacs|message_type|character varying(20)|gold.cdm_payment_extension_bacs|message_type|character varying(20)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|originating_account|Originating Account field|INTEGER||originatingAccount|bronze.raw_payment_messages|raw_content|silver.stg_bacs|originating_account|character varying(20)|gold.cdm_payment_extension_bacs|originating_account||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|originating_account_name|Originating Account Name field|string||originatingAccountName|bronze.raw_payment_messages|raw_content|silver.stg_bacs|originating_account_name|character varying(255)|gold.cdm_payment_extension_bacs|originating_account_name||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|originating_account_number|Originating Account Number field|string||originatingAccountNumber|bronze.raw_payment_messages|raw_content|silver.stg_bacs|originating_account_number|character varying(255)|gold.cdm_payment_extension_bacs|originating_account_number||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|originating_sort_code|Originating Sort Code field|VARCHAR(35)||originatingSortCode|bronze.raw_payment_messages|raw_content|silver.stg_bacs|originating_sort_code|character varying(10)|gold.cdm_payment_extension_bacs|originating_sort_code||FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|processed_to_gold_at|Gold promotion timestamp (System)|timestamp without time zone||processed_to_gold_at|(system)|(system)|silver.stg_bacs|processed_to_gold_at|timestamp without time zone||||SYSTEM_METADATA
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|processing_date|Processing Date field|TIMESTAMP||processingDate|bronze.raw_payment_messages|raw_content|silver.stg_bacs|processing_date|date|gold.cdm_payment_extension_bacs|processing_date|date|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|processing_status|Processing status flag (System)|character varying(20)||processing_status|(system)|(system)|silver.stg_bacs|processing_status|character varying(20)||||SYSTEM_METADATA
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|raw_id|Raw Id field (Required)|VARCHAR(35)||_RAW_ID|bronze.raw_payment_messages|raw_content|silver.stg_bacs|raw_id|character varying(36)|gold.cdm_payment_extension_bacs|raw_id|character varying(36)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|reference|Reference field|VARCHAR(255)||reference|bronze.raw_payment_messages|raw_content|silver.stg_bacs|reference|character varying(50)|gold.cdm_payment_extension_bacs|reference|character varying(50)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|service_user_name|Service User Name field|VARCHAR(140)||serviceUserName|bronze.raw_payment_messages|raw_content|silver.stg_bacs|service_user_name|character varying(50)|gold.cdm_payment_extension_bacs|service_user_name|character varying(50)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|service_user_number|Service User Number field|INTEGER||serviceUserNumber|bronze.raw_payment_messages|raw_content|silver.stg_bacs|service_user_number|character varying(20)|gold.cdm_payment_extension_bacs|service_user_number|character varying(20)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|stg_id|Stg Id field (Required)|VARCHAR(35)||_GENERATED_UUID|bronze.raw_payment_messages|raw_content|silver.stg_bacs|stg_id|character varying(36)||||
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|transaction_code|Transaction Code field|string||transactionCode|bronze.raw_payment_messages|raw_content|silver.stg_bacs|transaction_code|character varying(255)|gold.cdm_payment_extension_bacs|transaction_code|character varying(255)|FORMAT_EXTENSION
BACS|United Kingdom|UK_Regional|UK Bulk Payment System|transaction_type|Transaction Type field|VARCHAR(255)||transactionType|bronze.raw_payment_messages|raw_content|silver.stg_bacs|transaction_type|character varying(10)|gold.cdm_payment_extension_bacs|transaction_type|character varying(10)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|_batch_id| Batch Id field (Required)|VARCHAR(35)||_BATCH_ID|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|_batch_id|character varying(36)||||
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|_processed_at|Pipeline processing timestamp (System)|timestamp without time zone||_processed_at|(system)|(system)|silver.stg_bojnet|_processed_at|timestamp without time zone||||SYSTEM_METADATA
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|amount|Amount field|DECIMAL||amount|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|amount|numeric|gold.cdm_payment_instruction|amount||PAYMENT_AMOUNT
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|creation_date_time|Creation Date Time field|TIMESTAMP||creationDateTime|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|creation_date_time|timestamp without time zone|gold.cdm_payment_instruction|creation_datetime|timestamp without time zone|CREATION_TIMESTAMP
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|credit_account|Credit Account field|INTEGER||creditAccount|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|credit_account|character varying(50)|gold.cdm_payment_extension_bojnet|credit_account||FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|currency|Currency field|VARCHAR(3)||currency|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|currency|character varying(3)|gold.cdm_payment_instruction|currency||PAYMENT_CURRENCY
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|debit_account|Debit Account field|INTEGER||debitAccount|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|debit_account|character varying(50)|gold.cdm_payment_extension_bojnet|debit_account||FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|message_id|Message Id field|VARCHAR(35)||messageId|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|message_id|character varying(50)|gold.cdm_payment_instruction|message_id|character varying(50)|MESSAGE_IDENTIFIER
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|message_type|Message Type field|VARCHAR(255)||messageType|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|message_type|character varying(20)|gold.cdm_payment_extension_bojnet|message_type|character varying(20)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|payment_type|Payment Type field|VARCHAR(255)||paymentType|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|payment_type|character varying(20)|gold.cdm_payment_extension_bojnet|payment_type|character varying(20)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|processed_to_gold_at|Gold promotion timestamp (System)|timestamp without time zone||processed_to_gold_at|(system)|(system)|silver.stg_bojnet|processed_to_gold_at|timestamp without time zone||||SYSTEM_METADATA
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|processing_status|Processing status flag (System)|character varying(20)||processing_status|(system)|(system)|silver.stg_bojnet|processing_status|character varying(20)||||SYSTEM_METADATA
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|raw_id|Raw Id field (Required)|VARCHAR(35)||_RAW_ID|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|raw_id|character varying(36)|gold.cdm_payment_extension_bojnet|raw_id|character varying(36)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|receiver_bic|Receiver Bic field|string||receiverBic|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|receiver_bic|character varying(255)|gold.cdm_payment_extension_bojnet|receiver_bic||FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|receiver_name|Receiver Name field|string||receiverName|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|receiver_name|character varying(255)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|receiving_participant_code|Receiving Participant Code field|VARCHAR(35)||receivingParticipantCode|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|receiving_participant_code|character varying(20)|gold.cdm_payment_extension_bojnet|receiving_participant_code|character varying(20)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|related_reference|Related Reference field|VARCHAR(255)||relatedReference|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|related_reference|character varying(50)|gold.cdm_payment_extension_bojnet|related_reference|character varying(50)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|sender_bic|Sender Bic field|string||senderBic|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|sender_bic|character varying(255)|gold.cdm_payment_extension_bojnet|sender_bic||FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|sender_name|Sender Name field|string||senderName|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|sender_name|character varying(255)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|sending_participant_code|Sending Participant Code field|VARCHAR(35)||sendingParticipantCode|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|sending_participant_code|character varying(20)|gold.cdm_payment_extension_bojnet|sending_participant_code|character varying(20)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|settlement_date|Settlement Date field|TIMESTAMP||settlementDate|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|settlement_date|date|gold.cdm_payment_extension_bojnet|settlement_date|date|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|stg_id|Stg Id field (Required)|VARCHAR(35)||_GENERATED_UUID|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|stg_id|character varying(36)||||
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|transaction_id|Transaction Id field|string||transactionId|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|transaction_id|character varying(255)|gold.cdm_payment_extension_bojnet|transaction_id|character varying(255)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|transaction_reference|Transaction Reference field|VARCHAR(255)||transactionReference|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|transaction_reference|character varying(50)|gold.cdm_payment_extension_bojnet|transaction_reference|character varying(50)|FORMAT_EXTENSION
BOJNET|Japan|APAC_Regional|Bank of Japan Financial Network|value_date|Value Date field|string||valueDate|bronze.raw_payment_messages|raw_content|silver.stg_bojnet|value_date|character varying(255)|gold.cdm_payment_extension_bojnet|value_date|character varying(255)|FORMAT_EXTENSION
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|_batch_id| Batch Id field (Required)|VARCHAR(35)||_BATCH_ID|bronze.raw_payment_messages|raw_content|silver.stg_chaps|_batch_id|character varying(36)||||
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|_processed_at|Pipeline processing timestamp (System)|timestamp without time zone||_processed_at|(system)|(system)|silver.stg_chaps|_processed_at|timestamp without time zone||||SYSTEM_METADATA
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|amount|Amount field|DECIMAL||amount|bronze.raw_payment_messages|raw_content|silver.stg_chaps|amount|numeric|gold.cdm_payment_instruction|amount||PAYMENT_AMOUNT
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creation_date_time|Creation Date Time field|TIMESTAMP||creationDateTime|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creation_date_time|timestamp without time zone|gold.cdm_payment_instruction|creation_datetime|timestamp without time zone|CREATION_TIMESTAMP
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_account|Creditor Account field|INTEGER||creditorAccount|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_account|character varying(34)|gold.cdm_account|account_number|character varying(50)|ACCOUNT_IDENTIFIER
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_address|Creditor Address field|VARCHAR(500)||creditorAddress|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_address|text|gold.cdm_party|address||CDM_CORE
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_agent_bic|Creditor Agent Bic field|VARCHAR(11)||creditorAgentBic|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_agent_bic|character varying(11)|gold.cdm_financial_institution|bic|character varying(12)|FINANCIAL_INSTITUTION_ID
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_country|Creditor Country field|VARCHAR(2)||creditorCountry|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_country|character varying(2)|gold.cdm_party|country|character varying(3)|CDM_CORE
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_name|Creditor Name field|VARCHAR(140)||creditorName|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_name|character varying(140)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_post_code|Creditor Post Code field|VARCHAR(16)||creditorPostCode|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_post_code|character varying(16)|gold.cdm_payment_extension_chaps|creditor_post_code||FORMAT_EXTENSION
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_sort_code|Creditor Sort Code field|VARCHAR(35)||creditorSortCode|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_sort_code|character varying(10)|gold.cdm_payment_extension_chaps|creditor_sort_code||FORMAT_EXTENSION
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_street_name|Creditor Street Name field|VARCHAR(70)||creditorStreetName|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_street_name|character varying(70)|gold.cdm_payment_extension_chaps|creditor_street_name||FORMAT_EXTENSION
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|creditor_town_name|Creditor Town Name field|VARCHAR(35)||creditorTownName|bronze.raw_payment_messages|raw_content|silver.stg_chaps|creditor_town_name|character varying(35)|gold.cdm_payment_extension_chaps|creditor_town_name||FORMAT_EXTENSION
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|currency|Currency field|VARCHAR(3)||currency|bronze.raw_payment_messages|raw_content|silver.stg_chaps|currency|character varying(3)|gold.cdm_payment_instruction|currency||PAYMENT_CURRENCY
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|debtor_account|Debtor Account field|INTEGER||debtorAccount|bronze.raw_payment_messages|raw_content|silver.stg_chaps|debtor_account|character varying(34)|gold.cdm_account|account_number|character varying(50)|ACCOUNT_IDENTIFIER
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|debtor_address|Debtor Address field|VARCHAR(500)||debtorAddress|bronze.raw_payment_messages|raw_content|silver.stg_chaps|debtor_address|text|gold.cdm_party|address||CDM_CORE
CHAPS|United Kingdom|UK_Regional|Clearing House Automated Payment|debtor_agent_bic|Debtor Agent Bic field|VARCHAR(11)||debtorAgentBic|bronze.raw_payment_messages|raw_content|silver.stg_chaps|debtor_agent_bic|character varying(11)|gold.cdm_financial_institution|bic|character varying(12)|FINANCIAL_INSTITUTION_ID
