Standard Name|Country|Message Format|Message Format Description|Standard Field Name|Standard Field Description|Standard Field Data Type|Standard Field Allowed Values|Standard Field Path|Bronze Table|Bronze Column|Silver Table|Silver Column|Silver Data Type|Gold Table|Gold Column|Gold Data Type|Gold Purpose Code
CNAPS|China|APAC_Regional|China National Advanced Payment System|settlement_date|Settlement Date field|TIMESTAMP||settlementDate|bronze.raw_payment_messages|raw_content|silver.stg_cnaps|settlement_date|date|gold.cdm_payment_extension_cnaps|settlement_date|date|FORMAT_EXTENSION
CNAPS|China|APAC_Regional|China National Advanced Payment System|stg_id|Stg Id field (Required)|VARCHAR(35)||_GENERATED_UUID|bronze.raw_payment_messages|raw_content|silver.stg_cnaps|stg_id|character varying(36)||||
CNAPS|China|APAC_Regional|China National Advanced Payment System|transaction_id|Transaction Id field|string||transactionId|bronze.raw_payment_messages|raw_content|silver.stg_cnaps|transaction_id|character varying(255)|gold.cdm_payment_extension_cnaps|transaction_id|character varying(255)|FORMAT_EXTENSION
CNAPS|China|APAC_Regional|China National Advanced Payment System|transaction_reference|Transaction Reference field|VARCHAR(255)||transactionReference|bronze.raw_payment_messages|raw_content|silver.stg_cnaps|transaction_reference|character varying(50)|gold.cdm_payment_extension_cnaps|transaction_reference|character varying(50)|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|_batch_id| Batch Id field (Required)|VARCHAR(35)||_BATCH_ID|bronze.raw_payment_messages|raw_content|silver.stg_fednow|_batch_id|character varying(36)||||
FEDNOW|United States|US_Regional|FedNow Instant Payment|_processed_at|Pipeline processing timestamp (System)|timestamp without time zone||_processed_at|(system)|(system)|silver.stg_fednow|_processed_at|timestamp without time zone||||SYSTEM_METADATA
FEDNOW|United States|US_Regional|FedNow Instant Payment|acceptance_datetime|Acceptance Datetime field|timestamp without time zone||(derived from raw)|bronze.raw_payment_messages|raw_content|silver.stg_fednow|acceptance_datetime|timestamp without time zone|gold.cdm_payment_extension_fednow|acceptance_datetime|timestamp without time zone|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|amount|Amount field|string||amount|bronze.raw_payment_messages|raw_content|silver.stg_fednow|amount|character varying(255)|gold.cdm_payment_instruction|amount||PAYMENT_AMOUNT
FEDNOW|United States|US_Regional|FedNow Instant Payment|creation_date_time|Creation Date Time field|TIMESTAMP||creationDateTime|bronze.raw_payment_messages|raw_content|silver.stg_fednow|creation_date_time|timestamp without time zone|gold.cdm_payment_instruction|creation_datetime|timestamp without time zone|CREATION_TIMESTAMP
FEDNOW|United States|US_Regional|FedNow Instant Payment|creditor_account|Creditor Account field|INTEGER||creditorAccount.iban|bronze.raw_payment_messages|raw_content|silver.stg_fednow|creditor_account|character varying(50)|gold.cdm_account|account_number|character varying(50)|ACCOUNT_IDENTIFIER
FEDNOW|United States|US_Regional|FedNow Instant Payment|creditor_account_account_number|Creditor Account Account Number field|string||creditorAccount.accountNumber|bronze.raw_payment_messages|raw_content|silver.stg_fednow|creditor_account_account_number|character varying(255)|gold.cdm_account|account_number|character varying(50)|ACCOUNT_IDENTIFIER
FEDNOW|United States|US_Regional|FedNow Instant Payment|creditor_agent_routing|Creditor Agent Routing field|VARCHAR(255)||creditorAgentRouting|bronze.raw_payment_messages|raw_content|silver.stg_fednow|creditor_agent_routing|character varying(20)|gold.cdm_payment_extension_fednow|creditor_agent_routing||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|creditor_agent_routing_number|Creditor Agent Routing Number field|string||creditorAgent.routingNumber|bronze.raw_payment_messages|raw_content|silver.stg_fednow|creditor_agent_routing_number|character varying(255)|gold.cdm_payment_extension_fednow|creditor_agent_routing_number||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|creditor_name|Creditor Name field|VARCHAR(140)||creditor.name|bronze.raw_payment_messages|raw_content|silver.stg_fednow|creditor_name|character varying(140)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
FEDNOW|United States|US_Regional|FedNow Instant Payment|currency|Currency field|string||currency|bronze.raw_payment_messages|raw_content|silver.stg_fednow|currency|character varying(255)|gold.cdm_payment_instruction|currency||PAYMENT_CURRENCY
FEDNOW|United States|US_Regional|FedNow Instant Payment|debtor_account|Debtor Account field|INTEGER||debtorAccount.iban|bronze.raw_payment_messages|raw_content|silver.stg_fednow|debtor_account|character varying(50)|gold.cdm_account|account_number|character varying(50)|ACCOUNT_IDENTIFIER
FEDNOW|United States|US_Regional|FedNow Instant Payment|debtor_account_account_number|Debtor Account Account Number field|string||debtorAccount.accountNumber|bronze.raw_payment_messages|raw_content|silver.stg_fednow|debtor_account_account_number|character varying(255)|gold.cdm_account|account_number|character varying(50)|ACCOUNT_IDENTIFIER
FEDNOW|United States|US_Regional|FedNow Instant Payment|debtor_agent_routing|Debtor Agent Routing field|VARCHAR(255)||debtorAgentRouting|bronze.raw_payment_messages|raw_content|silver.stg_fednow|debtor_agent_routing|character varying(20)|gold.cdm_payment_extension_fednow|debtor_agent_routing||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|debtor_agent_routing_number|Debtor Agent Routing Number field|string||debtorAgent.routingNumber|bronze.raw_payment_messages|raw_content|silver.stg_fednow|debtor_agent_routing_number|character varying(255)|gold.cdm_payment_extension_fednow|debtor_agent_routing_number||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|debtor_name|Debtor Name field|VARCHAR(140)||debtor.name|bronze.raw_payment_messages|raw_content|silver.stg_fednow|debtor_name|character varying(140)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
FEDNOW|United States|US_Regional|FedNow Instant Payment|end_to_end_id|End To End Id field|VARCHAR(35)||endToEndId|bronze.raw_payment_messages|raw_content|silver.stg_fednow|end_to_end_id|character varying(35)|gold.cdm_payment_instruction|end_to_end_id|character varying(35)|END_TO_END_TRACKING
FEDNOW|United States|US_Regional|FedNow Instant Payment|fraud_risk_level|Fraud Risk Level field|character varying(20)||(derived from raw)|bronze.raw_payment_messages|raw_content|silver.stg_fednow|fraud_risk_level|character varying(20)|gold.cdm_payment_extension_fednow|fraud_risk_level|character varying(20)|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|fraud_score|Fraud Score field|integer||(derived from raw)|bronze.raw_payment_messages|raw_content|silver.stg_fednow|fraud_score|integer|gold.cdm_payment_extension_fednow|fraud_score|integer|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|instructed_agent_routing|Instructed Agent Routing field|VARCHAR(255)||instructedAgentRouting|bronze.raw_payment_messages|raw_content|silver.stg_fednow|instructed_agent_routing|character varying(20)|gold.cdm_payment_extension_fednow|instructed_agent_routing||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|instructing_agent_routing|Instructing Agent Routing field|VARCHAR(255)||instructingAgentRouting|bronze.raw_payment_messages|raw_content|silver.stg_fednow|instructing_agent_routing|character varying(20)|gold.cdm_payment_extension_fednow|instructing_agent_routing||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|instruction_id|Instruction Id field|VARCHAR(35)||instructionId|bronze.raw_payment_messages|raw_content|silver.stg_fednow|instruction_id|character varying(35)|gold.cdm_payment_instruction|instruction_id|character varying(36)|INSTRUCTION_IDENTIFIER
FEDNOW|United States|US_Regional|FedNow Instant Payment|interbank_settlement_amount|Interbank Settlement Amount field|DECIMAL||interbankSettlementAmount|bronze.raw_payment_messages|raw_content|silver.stg_fednow|interbank_settlement_amount|numeric|gold.cdm_payment_extension_fednow|interbank_settlement_amount||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|interbank_settlement_currency|Interbank Settlement Currency field|VARCHAR(3)||interbankSettlementCurrency|bronze.raw_payment_messages|raw_content|silver.stg_fednow|interbank_settlement_currency|character varying(3)|gold.cdm_payment_extension_fednow|interbank_settlement_currency||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|interbank_settlement_date|Interbank Settlement Date field|TIMESTAMP||interbankSettlementDate|bronze.raw_payment_messages|raw_content|silver.stg_fednow|interbank_settlement_date|date|gold.cdm_payment_extension_fednow|interbank_settlement_date||FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|message_type|Message Type field|VARCHAR(255)||messageType|bronze.raw_payment_messages|raw_content|silver.stg_fednow|message_type|character varying(20)|gold.cdm_payment_extension_fednow|message_type|character varying(20)|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|msg_id|Msg Id field|VARCHAR(35)||messageId|bronze.raw_payment_messages|raw_content|silver.stg_fednow|msg_id|character varying(35)|gold.cdm_payment_instruction|message_id|character varying(50)|MESSAGE_IDENTIFIER
FEDNOW|United States|US_Regional|FedNow Instant Payment|processed_to_gold_at|Gold promotion timestamp (System)|timestamp without time zone||processed_to_gold_at|(system)|(system)|silver.stg_fednow|processed_to_gold_at|timestamp without time zone||||SYSTEM_METADATA
FEDNOW|United States|US_Regional|FedNow Instant Payment|processing_status|Processing status flag (System)|character varying(20)||processing_status|(system)|(system)|silver.stg_fednow|processing_status|character varying(20)||||SYSTEM_METADATA
FEDNOW|United States|US_Regional|FedNow Instant Payment|purpose_code|Purpose Code field|VARCHAR(35)||purposeCode|bronze.raw_payment_messages|raw_content|silver.stg_fednow|purpose_code|character varying(10)|gold.cdm_payment_instruction|purpose_code||PAYMENT_PURPOSE
FEDNOW|United States|US_Regional|FedNow Instant Payment|raw_id|Raw Id field (Required)|VARCHAR(35)||_RAW_ID|bronze.raw_payment_messages|raw_content|silver.stg_fednow|raw_id|character varying(36)|gold.cdm_payment_extension_fednow|raw_id|character varying(36)|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|remittance_info|Remittance Info field|VARCHAR(255)||remittanceInfo|bronze.raw_payment_messages|raw_content|silver.stg_fednow|remittance_info|text|gold.cdm_payment_instruction|remittance_info||PAYMENT_REFERENCE
FEDNOW|United States|US_Regional|FedNow Instant Payment|settlement_method|Settlement Method field|VARCHAR(255)||settlementMethod|bronze.raw_payment_messages|raw_content|silver.stg_fednow|settlement_method|character varying(10)|gold.cdm_payment_extension_fednow|settlement_method|character varying(10)|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|stg_id|Stg Id field (Required)|VARCHAR(35)||_GENERATED_UUID|bronze.raw_payment_messages|raw_content|silver.stg_fednow|stg_id|character varying(36)||||
FEDNOW|United States|US_Regional|FedNow Instant Payment|transaction_id|Transaction Id field|VARCHAR(35)||transactionId|bronze.raw_payment_messages|raw_content|silver.stg_fednow|transaction_id|character varying(35)|gold.cdm_payment_extension_fednow|transaction_id|character varying(35)|FORMAT_EXTENSION
FEDNOW|United States|US_Regional|FedNow Instant Payment|uetr|Uetr field|VARCHAR(255)||uetr|bronze.raw_payment_messages|raw_content|silver.stg_fednow|uetr|character varying(36)|gold.cdm_payment_extension_fednow|uetr|character varying(36)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|_batch_id| Batch Id field (Required)|VARCHAR(36)||_BATCH_ID|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|_batch_id|character varying(36)||||
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|_processed_at|Pipeline processing timestamp (System)|timestamp without time zone||_processed_at|(system)|(system)|silver.stg_fedwire|_processed_at|timestamp without time zone||||SYSTEM_METADATA
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|amount|Amount field (Required)|decimal||amount|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|amount|numeric|gold.cdm_payment_instruction|amount||PAYMENT_AMOUNT
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_account_number|Beneficiary Account Number field|string(35)||beneficiary.accountNumber|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_account_number|character varying(35)|gold.cdm_payment_extension_fedwire|beneficiary_account_number||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_address_line1|Beneficiary Address Line1 field|string||beneficiary.address.line1|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_address_line1|character varying(35)|gold.cdm_payment_extension_fedwire|beneficiary_address_line1||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_address_line2|Beneficiary Address Line2 field|string||beneficiary.address.line2|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_address_line2|character varying(35)|gold.cdm_payment_extension_fedwire|beneficiary_address_line2||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_address_line3|Beneficiary Address Line3 field|string||{4000}.address_line3|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_address_line3|character varying(35)|gold.cdm_payment_extension_fedwire|beneficiary_address_line3||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_city|Beneficiary City field|string(35)||beneficiary.address.city|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_city|character varying(35)|gold.cdm_payment_extension_fedwire|beneficiary_city||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_country|Beneficiary Country field|string(2)||beneficiary.address.country|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_country|character varying(2)|gold.cdm_payment_extension_fedwire|beneficiary_country||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_fi_address|Beneficiary Fi Address field|string||{4200}.address|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_fi_address|character varying(105)|gold.cdm_payment_extension_fedwire|beneficiary_fi_address||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_fi_bic|Beneficiary Fi Bic field|string||beneficiaryBank.bic|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_fi_bic|character varying(11)|gold.cdm_payment_extension_fedwire|beneficiary_fi_bic||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_fi_id|Beneficiary Fi Id field|string||beneficiaryBank.routingNumber|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_fi_id|character varying(34)|gold.cdm_payment_extension_fedwire|beneficiary_fi_id||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_fi_name|Beneficiary Fi Name field|string||beneficiaryBank.name|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_fi_name|character varying(35)|gold.cdm_payment_extension_fedwire|beneficiary_fi_name||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_id|Beneficiary Id field|string||beneficiary.identifier|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_id|character varying(34)|gold.cdm_payment_extension_fedwire|beneficiary_id||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_id_type|Beneficiary Id Type field|string||beneficiary.identifierType|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_id_type|character varying(10)|gold.cdm_payment_extension_fedwire|beneficiary_id_type|character varying(10)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_name|Beneficiary Name field|string(140)||beneficiary.name|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_name|character varying(35)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_reference|Beneficiary Reference field|string||beneficiaryReference|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_reference|character varying(16)|gold.cdm_payment_extension_fedwire|beneficiary_reference|character varying(35)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_state|Beneficiary State field|string(2)||beneficiary.address.state|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_state|character varying(2)|gold.cdm_payment_extension_fedwire|beneficiary_state||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|beneficiary_zip_code|Beneficiary Zip Code field|string||beneficiary.address.zipCode|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|beneficiary_zip_code|character varying(10)|gold.cdm_payment_extension_fedwire|beneficiary_zip_code||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|business_function_code|Business Function Code field (Required)|string(3)||businessFunctionCode|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|business_function_code|character varying(3)|gold.cdm_payment_extension_fedwire|business_function_code|character varying(3)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|charges|Charges field|string||chargeDetails|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|charges|character varying(140)|gold.cdm_payment_extension_fedwire|charges|text|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|currency|Currency field|string(3)||currency|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|currency|character varying(3)|gold.cdm_payment_instruction|currency||PAYMENT_CURRENCY
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|fi_to_fi_info|Fi To Fi Info field|string(210)||fiToFiInfo|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|fi_to_fi_info|text|gold.cdm_payment_extension_fedwire|fi_to_fi_info|text|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|imad|Imad field (Required)|string(22)||imad|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|imad|character varying(22)|gold.cdm_payment_extension_fedwire|imad|character varying(50)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|input_cycle_date|Input Cycle Date field|date||inputCycleDate|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|input_cycle_date|date|gold.cdm_payment_extension_fedwire|input_cycle_date|date|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|input_sequence_number|Input Sequence Number field|string(6)||inputSequenceNumber|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|input_sequence_number|character varying(10)|gold.cdm_payment_extension_fedwire|input_sequence_number|character varying(20)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|input_source|Input Source field|string(8)||inputSource|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|input_source|character varying(10)|gold.cdm_payment_extension_fedwire|input_source|character varying(20)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|instructed_amount|Instructed Amount field|decimal||{3710}|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|instructed_amount|numeric|gold.cdm_payment_extension_fedwire|instructed_amount||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|instructed_currency|Instructed Currency field|string||{3710}|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|instructed_currency|character varying(3)|gold.cdm_payment_extension_fedwire|instructed_currency||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|instructing_fi_id|Instructing Fi Id field|string||{5200}|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|instructing_fi_id|character varying(34)|gold.cdm_payment_extension_fedwire|instructing_fi_id|character varying(34)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|instructing_fi_name|Instructing Fi Name field|string||{5200}.name|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|instructing_fi_name|character varying(35)|gold.cdm_payment_extension_fedwire|instructing_fi_name|character varying(35)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|intermediary_fi_address|Intermediary Fi Address field|string||{4100}.address|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|intermediary_fi_address|character varying(105)|gold.cdm_payment_extension_fedwire|intermediary_fi_address|character varying(105)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|intermediary_fi_id|Intermediary Fi Id field|string||{4100}|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|intermediary_fi_id|character varying(34)|gold.cdm_payment_extension_fedwire|intermediary_fi_id|character varying(34)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|intermediary_fi_name|Intermediary Fi Name field|string||{4100}.name|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|intermediary_fi_name|character varying(35)|gold.cdm_payment_extension_fedwire|intermediary_fi_name|character varying(35)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|message_id|Message Id field|VARCHAR(35)||messageId|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|message_id|character varying(35)|gold.cdm_payment_instruction|message_id|character varying(50)|MESSAGE_IDENTIFIER
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|omad|Omad field|string(22)||omad|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|omad|character varying(22)|gold.cdm_payment_extension_fedwire|omad|character varying(50)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_account_number|Originator Account Number field|string(35)||originator.accountNumber|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_account_number|character varying(35)|gold.cdm_payment_extension_fedwire|originator_account_number||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_address_line1|Originator Address Line1 field|string||originator.address.line1|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_address_line1|character varying(35)|gold.cdm_payment_extension_fedwire|originator_address_line1||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_address_line2|Originator Address Line2 field|string||originator.address.line2|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_address_line2|character varying(35)|gold.cdm_payment_extension_fedwire|originator_address_line2||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_address_line3|Originator Address Line3 field|string||{5000}.address_line3|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_address_line3|character varying(35)|gold.cdm_payment_extension_fedwire|originator_address_line3||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_city|Originator City field|string(35)||originator.address.city|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_city|character varying(35)|gold.cdm_payment_extension_fedwire|originator_city||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_country|Originator Country field|string(2)||originator.address.country|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_country|character varying(2)|gold.cdm_payment_extension_fedwire|originator_country||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_fi_address|Originator Fi Address field|string||{5100}.address|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_fi_address|character varying(105)|gold.cdm_payment_extension_fedwire|originator_fi_address||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_fi_id|Originator Fi Id field|string||{5100}|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_fi_id|character varying(34)|gold.cdm_payment_extension_fedwire|originator_fi_id||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_fi_name|Originator Fi Name field|string||{5100}.name|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_fi_name|character varying(35)|gold.cdm_payment_extension_fedwire|originator_fi_name||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_id|Originator Id field|string||originator.identifier|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_id|character varying(34)|gold.cdm_payment_extension_fedwire|originator_id||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_id_type|Originator Id Type field|string||originator.identifierType|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_id_type|character varying(10)|gold.cdm_payment_extension_fedwire|originator_id_type|character varying(10)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_name|Originator Name field|string(140)||originator.name|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_name|character varying(35)|gold.cdm_party|name|character varying(200)|PARTY_IDENTIFICATION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_option_f|Originator Option F field|string||{5000}.option_f|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_option_f|jsonb|gold.cdm_payment_extension_fedwire|originator_option_f|text|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_state|Originator State field|string(2)||originator.address.state|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_state|character varying(2)|gold.cdm_payment_extension_fedwire|originator_state||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_to_beneficiary_info|Originator To Beneficiary Info field|string(140)||originatorToBeneficiaryInfo|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_to_beneficiary_info|text|gold.cdm_payment_extension_fedwire|originator_to_beneficiary_info||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|originator_zip_code|Originator Zip Code field|string||originator.address.zipCode|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|originator_zip_code|character varying(10)|gold.cdm_payment_extension_fedwire|originator_zip_code||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|previous_imad|Previous Imad field|string||previousMessageId|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|previous_imad|character varying(22)|gold.cdm_payment_extension_fedwire|previous_imad|character varying(50)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|previous_message_id|Previous Message Id field|string||{3500}|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|previous_message_id|character varying(35)|gold.cdm_payment_extension_fedwire|previous_message_id||FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|processed_to_gold_at|Gold promotion timestamp (System)|timestamp without time zone||processed_to_gold_at|(system)|(system)|silver.stg_fedwire|processed_to_gold_at|timestamp without time zone||||SYSTEM_METADATA
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|processing_error|Error message if processing failed (System)|text||processing_error|(system)|(system)|silver.stg_fedwire|processing_error|text||||SYSTEM_METADATA
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|processing_status|Processing status flag (System)|character varying(20)||processing_status|(system)|(system)|silver.stg_fedwire|processing_status|character varying(20)||||SYSTEM_METADATA
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|raw_id|Raw Id field (Required)|VARCHAR(36)||_RAW_ID|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|raw_id|character varying(36)|gold.cdm_payment_extension_fedwire|raw_id|character varying(36)|FORMAT_EXTENSION
FEDWIRE|United States|US_Regional|Federal Reserve Wire Transfer|receiver_aba|Receiver Aba field (Required)|string(9)||receiver.routingNumber|bronze.raw_payment_messages|raw_content|silver.stg_fedwire|receiver_aba|character varying(9)|gold.cdm_financial_institution|routing_number||CDM_CORE
